event_id,event_type,total_attendees,load_factor,venue_capacity,risk_level
EVT00443,Trade Fair,10106,0.76,13298,Low
EVT00039,Concert,32724,0.66,49583,Low
EVT00431,Political Rally,4806,0.4,12015,Low
EVT00486,Religious Gathering,98730,0.69,143087,Low
EVT01263,Product Launch,1865,0.86,2169,Medium
EVT02084,Trade Fair,8466,0.89,9513,Medium
EVT00157,Concert,39576,0.73,54215,Low
EVT00057,Trade Fair,1672,0.42,3982,Low
EVT04626,Marathon,130975,1.33,98478,Critical
EVT02732,Exhibition,5464,1.07,5107,High
EVT03234,Cultural Event,3226,1.04,3102,High
EVT04763,Concert,77045,1.67,46135,Very Critical
EVT02050,Cultural Event,2690,0.81,3322,Medium
EVT03093,Conference,2358,1.29,1828,High
EVT01706,Sports Match,33290,0.92,36185,Medium
EVT01830,Wedding,397,1,397,Medium
EVT00855,Trade Fair,9378,0.64,14654,Low
EVT04300,Concert,47659,1.33,35834,Critical
EVT02232,Religious Gathering,12435,0.91,13665,Medium
EVT03550,Sports Match,63155,1.1,57414,High
EVT01168,Birthday Party,84,0.44,192,Low
EVT01943,Birthday Party,524,0.91,576,Medium
EVT04536,Religious Gathering,93016,1.33,69937,Critical
EVT01652,Festival,32334,0.83,38957,Medium
EVT02011,Cultural Event,8751,0.89,9833,Medium
EVT04324,Festival,20781,1.59,13070,Critical
EVT03027,Cultural Event,3534,1.16,3047,High
EVT01633,Exhibition,12275,0.91,13490,Medium
EVT01150,Cultural Event,8579,0.64,13406,Low
EVT03903,Concert,41969,1.65,25436,Very Critical
EVT01229,Wedding,95,0.41,234,Low
EVT02892,Conference,1515,1.12,1353,High
EVT04444,Exhibition,4992,1.64,3044,Very Critical
EVT01611,Political Rally,80154,0.83,96572,Medium
EVT04523,Concert,75999,1.65,46060,Very Critical
EVT01915,Product Launch,2595,0.92,2821,Medium
EVT04901,Birthday Party,691,1.34,516,Critical
EVT04518,Wedding,1207,1.64,736,Very Critical
EVT00611,Wedding,188,0.59,320,Low
EVT01540,Wedding,337,0.9,375,Medium
EVT01671,Movie event,44282,0.9,49203,Medium
EVT02527,Marathon,124402,1.19,104540,High
EVT02218,Exhibition,4513,0.83,5438,Medium
EVT02539,Corporate Meetup,534,1.27,421,High
EVT02426,Religious Gathering,99729,0.88,113329,Medium
EVT03369,Marathon,42753,1.15,37177,High
EVT04459,Sports Match,19770,1.77,11170,Very Critical
EVT01126,Political Rally,83556,0.59,141622,Low
EVT00191,Sports Match,43834,0.78,56198,Low
EVT00501,Religious Gathering,106026,0.73,145242,Low
EVT00152,College Fest,1368,0.31,4414,Low
EVT03721,College Fest,8954,1.03,8694,High
EVT02667,Trade Fair,11232,1.11,10119,High
EVT03334,Concert,66206,1.21,54716,High
EVT02238,Religious Gathering,55685,0.97,57408,Medium
EVT03636,Religious Gathering,64623,1.02,63356,High
EVT01240,Religious Gathering,62949,0.43,146395,Low
EVT00465,Political Rally,95920,0.75,127894,Low
EVT00567,Corporate Meetup,240,0.4,602,Low
EVT01950,Corporate Meetup,332,0.84,396,Medium
EVT03067,Product Launch,1154,1.11,1040,High
EVT04783,Concert,11340,1.61,7044,Very Critical
EVT03892,Marathon,150258,1.31,114701,Critical
EVT04374,Movie event,36214,1.74,20813,Very Critical
EVT00266,Birthday Party,44,0.35,126,Low
EVT00319,Religious Gathering,47996,0.38,126307,Low
EVT04060,Sports Match,47759,1.76,27136,Very Critical
EVT03292,Product Launch,2658,1.18,2253,High
EVT01220,Wedding,215,0.65,331,Low
EVT00773,Movie event,5466,0.61,8961,Low
EVT02869,Exhibition,7211,1.1,6556,High
EVT00854,Wedding,272,0.49,556,Low
EVT02114,Movie event,24371,0.84,29014,Medium
EVT01160,College Fest,1236,0.42,2944,Low
EVT03280,Conference,2618,1.04,2518,High
EVT02415,Trade Fair,7594,0.83,9150,Medium
EVT01555,Birthday Party,412,0.88,469,Medium
EVT02434,Corporate Meetup,412,0.96,430,Medium
EVT02555,Religious Gathering,140396,1.1,127633,High
EVT01909,Product Launch,538,0.92,585,Medium
EVT01370,Exhibition,2150,0.9,2389,Medium
EVT00186,Trade Fair,3456,0.47,7355,Low
EVT00538,Cultural Event,1968,0.32,6150,Low
EVT01386,Exhibition,3295,0.82,4019,Medium
EVT01849,Exhibition,6397,0.97,6595,Medium
EVT03750,Political Rally,160581,1.2,133818,High
EVT00604,Exhibition,1183,0.33,3586,Low
EVT02422,Concert,37893,0.96,39472,Medium
EVT02199,Movie event,7127,0.87,8192,Medium
EVT00735,Conference,1832,0.64,2864,Low
EVT03981,Corporate Meetup,461,1.48,312,Critical
EVT03535,Movie event,38377,1.02,37625,High
EVT04591,Trade Fair,10483,1.74,6025,Very Critical
EVT04150,Movie event,81525,1.56,52260,Critical
EVT02546,Product Launch,946,1.16,816,High
EVT02625,Wedding,838,1.29,650,High
EVT03695,Product Launch,1912,1.25,1530,High
EVT04268,Product Launch,618,1.53,404,Critical
EVT02500,Conference,2419,0.85,2847,Medium
EVT01383,Wedding,227,0.95,239,Medium
EVT01310,Exhibition,3252,0.88,3696,Medium
EVT01320,Festival,38239,0.95,40252,Medium
EVT00139,Festival,58143,0.63,92291,Low
EVT00112,Exhibition,3500,0.32,10938,Low
EVT03262,Festival,156717,1.24,126385,High
EVT02411,Cultural Event,14366,0.99,14512,Medium
EVT01511,Cultural Event,12568,0.86,14615,Medium
EVT01159,Concert,6554,0.4,16386,Low
EVT01417,Sports Match,27282,0.88,31003,Medium
EVT00058,Sports Match,8418,0.31,27156,Low
EVT01380,Corporate Meetup,598,0.83,721,Medium
EVT01316,College Fest,4497,0.85,5291,Medium
EVT04279,Trade Fair,2965,1.31,2264,Critical
EVT03388,Festival,154337,1.06,145601,High
EVT01899,Trade Fair,7880,0.92,8566,Medium
EVT02258,Birthday Party,751,0.99,759,Medium
EVT04810,Conference,2979,1.63,1828,Very Critical
EVT00275,Corporate Meetup,599,0.77,778,Low
EVT04344,Political Rally,223146,1.49,149763,Critical
EVT04891,Birthday Party,1097,1.57,699,Critical
EVT01118,Political Rally,41090,0.52,79021,Low
EVT01617,Trade Fair,5746,0.95,6049,Medium
EVT03189,Religious Gathering,140971,1.28,110134,High
EVT00403,Cultural Event,1084,0.35,3099,Low
EVT00727,Political Rally,49683,0.67,74155,Low
EVT03181,Wedding,368,1.17,315,High
EVT03489,College Fest,16700,1.13,14779,High
EVT01051,Wedding,596,0.8,745,Low
EVT02632,Corporate Meetup,154,1.06,146,High
EVT00819,Festival,34405,0.31,110987,Low
EVT00175,Cultural Event,1613,0.77,2096,Low
EVT00950,Trade Fair,5116,0.66,7753,Low
EVT02193,Birthday Party,698,0.94,743,Medium
EVT04624,Conference,836,1.63,513,Very Critical
EVT02334,Sports Match,30699,0.99,31010,Medium
EVT02876,Trade Fair,12441,1.01,12318,High
EVT01003,Wedding,276,0.48,575,Low
EVT03828,Cultural Event,16022,1.6,10014,Critical
EVT02052,Corporate Meetup,494,0.94,526,Medium
EVT02341,College Fest,3621,0.83,4363,Medium
EVT00076,Wedding,135,0.5,270,Low
EVT02436,Product Launch,604,0.89,679,Medium
EVT04414,College Fest,4764,1.35,3529,Critical
EVT03127,Marathon,89184,1.19,74945,High
EVT02107,Concert,37811,0.82,46111,Medium
EVT00061,Wedding,126,0.75,169,Low
EVT04167,Conference,5129,1.73,2965,Very Critical
EVT04705,Festival,159695,1.65,96785,Very Critical
EVT00024,Birthday Party,483,0.64,755,Low
EVT00459,Corporate Meetup,228,0.6,381,Low
EVT03022,Religious Gathering,64369,1.12,57473,High
EVT01840,Concert,50003,0.84,59528,Medium
EVT01498,Concert,12713,0.83,15318,Medium
EVT03362,Festival,50842,1.28,39721,High
EVT03226,Conference,2383,1.16,2055,High
EVT01626,Marathon,77005,0.81,95069,Medium
EVT03650,Corporate Meetup,604,1.19,508,High
EVT00291,Marathon,107822,0.79,136484,Low
EVT00238,Exhibition,9088,0.73,12450,Low
EVT00583,Political Rally,23826,0.56,42548,Low
EVT00296,Birthday Party,44,0.44,102,Low
EVT04128,Political Rally,158936,1.51,105256,Critical
EVT04315,Product Launch,2533,1.74,1456,Very Critical
EVT02444,Movie event,32807,0.85,38597,Medium
EVT01279,Conference,2298,0.97,2370,Medium
EVT01311,Festival,139306,0.98,142149,Medium
EVT01282,Birthday Party,137,0.91,151,Medium
EVT03110,Religious Gathering,149962,1.2,124969,High
EVT03242,Wedding,507,1.03,493,High
EVT01780,Political Rally,121582,0.83,146485,Medium
EVT03207,Political Rally,48220,1.08,44649,High
EVT03543,Political Rally,177065,1.21,146335,High
EVT00164,Cultural Event,4030,0.43,9373,Low
EVT00842,Marathon,52128,0.37,140889,Low
EVT03116,College Fest,12709,1.29,9852,High
EVT04742,Sports Match,19553,1.38,14169,Critical
EVT03366,Marathon,101943,1.21,84251,High
EVT04664,Concert,83851,1.75,47915,Very Critical
EVT03258,Concert,52876,1.25,42301,High
EVT02352,Movie event,54737,0.94,58231,Medium
EVT01486,Concert,47903,0.83,57715,Medium
EVT03558,Sports Match,25742,1.07,24058,High
EVT01695,Festival,99182,0.98,101207,Medium
EVT04052,Wedding,376,1.35,279,Critical
EVT00554,Product Launch,1001,0.56,1788,Low
EVT01867,Political Rally,28558,0.87,32826,Medium
EVT03054,Conference,2523,1.25,2019,High
EVT01338,College Fest,13980,0.95,14716,Medium
EVT00412,Movie event,8519,0.68,12529,Low
EVT00539,College Fest,3209,0.48,6687,Low
EVT02356,Conference,1950,0.93,2097,Medium
EVT04622,Birthday Party,461,1.56,296,Critical
EVT00731,Corporate Meetup,240,0.71,339,Low
EVT02502,Conference,1184,1.06,1117,High
EVT03518,Cultural Event,10002,1.11,9011,High
EVT02630,Product Launch,2173,1.25,1739,High
EVT04249,Trade Fair,17991,1.69,10646,Very Critical
EVT01095,Cultural Event,3937,0.48,8204,Low
EVT00675,Religious Gathering,36740,0.38,96686,Low
EVT03978,Conference,801,1.78,450,Very Critical
EVT02079,Trade Fair,4326,0.88,4917,Medium
EVT00384,Conference,457,0.33,1386,Low
EVT04499,Product Launch,2405,1.55,1552,Critical
EVT00092,Festival,31205,0.43,72570,Low
EVT00118,Marathon,38391,0.76,50515,Low
EVT00651,Birthday Party,141,0.36,394,Low
EVT00511,Corporate Meetup,378,0.65,583,Low
EVT04713,Birthday Party,257,1.53,168,Critical
EVT00099,Conference,1507,0.72,2094,Low
EVT02457,Marathon,98164,0.83,118270,Medium
EVT02988,Cultural Event,15423,1.25,12339,High
EVT01429,Birthday Party,339,0.92,369,Medium
EVT00953,Religious Gathering,31758,0.68,46703,Low
EVT02708,Cultural Event,16193,1.21,13383,High
EVT02911,Conference,364,1.04,350,High
EVT00837,Product Launch,646,0.36,1795,Low
EVT03638,Marathon,32040,1.11,28865,High
EVT01344,Concert,23996,0.9,26663,Medium
EVT03824,Trade Fair,10483,1.43,7331,Critical
EVT04016,Exhibition,14451,1.69,8551,Very Critical
EVT03039,Festival,186706,1.27,147013,High
EVT04984,College Fest,4643,1.79,2594,Very Critical
EVT03436,Conference,1831,1.13,1621,High
EVT01164,Religious Gathering,7564,0.42,18011,Low
EVT04018,Marathon,177794,1.57,113245,Critical
EVT03807,Political Rally,168105,1.36,123607,Critical
EVT04072,College Fest,3897,1.69,2306,Very Critical
EVT03209,Concert,73439,1.29,56930,High
EVT02462,Marathon,76582,0.87,88026,Medium
EVT01174,Conference,1933,0.7,2762,Low
EVT03745,Movie event,21370,1.12,19081,High
EVT00313,Product Launch,1006,0.34,2961,Low
EVT03415,Birthday Party,239,1.07,224,High
EVT02772,Trade Fair,17296,1.25,13837,High
EVT02099,Concert,47904,0.95,50426,Medium
EVT04248,Conference,4695,1.59,2953,Critical
EVT00551,Movie event,36235,0.8,45294,Low
EVT01053,Movie event,20768,0.57,36436,Low
EVT00696,Sports Match,20508,0.52,39439,Low
EVT02617,Festival,154264,1.17,131850,High
EVT01822,Marathon,125402,0.85,147532,Medium
EVT00609,Corporate Meetup,188,0.31,609,Low
EVT03501,Product Launch,2172,1.07,2030,High
EVT03173,College Fest,14158,1.21,11701,High
EVT01916,College Fest,5046,0.94,5369,Medium
EVT03060,Wedding,383,1.01,380,High
EVT02606,Religious Gathering,42165,1.17,36039,High
EVT03883,Wedding,660,1.54,429,Critical
EVT01803,Conference,765,0.98,781,Medium
EVT04619,Sports Match,45476,1.61,28246,Very Critical
EVT02449,Festival,123619,0.94,131510,Medium
EVT00315,Festival,102054,0.74,137912,Low
EVT04535,Political Rally,204718,1.54,132934,Critical
EVT04527,Cultural Event,4324,1.4,3089,Critical
EVT00490,Conference,669,0.32,2092,Low
EVT02908,Concert,60850,1.2,50709,High
EVT00328,Concert,30597,0.53,57732,Low
EVT00440,Product Launch,1490,0.51,2922,Low
EVT00133,Marathon,66408,0.66,100619,Low
EVT04326,Product Launch,3871,1.8,2151,Very Critical
EVT04153,Festival,219311,1.49,147189,Critical
EVT03912,College Fest,5230,1.6,3269,Critical
EVT01317,Corporate Meetup,448,0.99,453,Medium
EVT04103,Conference,2810,1.45,1938,Critical
EVT03715,Birthday Party,952,1.24,768,High
EVT02936,Concert,57350,1.18,48602,High
EVT03674,Concert,56347,1.08,52174,High
EVT02184,Corporate Meetup,556,0.92,605,Medium
EVT00046,Conference,1957,0.78,2509,Low
EVT00380,Exhibition,2353,0.57,4129,Low
EVT01842,Cultural Event,9383,0.96,9774,Medium
EVT00096,Religious Gathering,16646,0.57,29204,Low
EVT03400,Political Rally,84542,1.03,82080,High
EVT03953,Movie event,51266,1.32,38838,Critical
EVT04068,Marathon,137815,1.68,82033,Very Critical
EVT00960,Political Rally,40007,0.55,72741,Low
EVT03100,Trade Fair,8120,1.1,7382,High
EVT01343,Conference,2611,0.97,2692,Medium
EVT02211,Sports Match,12259,0.97,12639,Medium
EVT04925,College Fest,23486,1.61,14588,Very Critical
EVT04714,College Fest,25289,1.69,14964,Very Critical
EVT03678,Wedding,418,1.05,399,High
EVT04748,Sports Match,82301,1.41,58370,Critical
EVT00522,Concert,21740,0.48,45292,Low
EVT01955,Exhibition,8432,0.82,10283,Medium
EVT03683,Corporate Meetup,589,1.24,475,High
EVT00325,Wedding,462,0.76,609,Low
EVT01233,Birthday Party,394,0.61,647,Low
EVT04752,Wedding,784,1.33,590,Critical
EVT00496,Trade Fair,6503,0.68,9564,Low
EVT04427,Trade Fair,13889,1.58,8791,Critical
EVT02832,Trade Fair,8337,1.06,7866,High
EVT02358,Sports Match,56591,0.96,58949,Medium
EVT04825,Political Rally,198833,1.36,146201,Critical
EVT03102,Conference,2160,1.11,1946,High
EVT02560,Wedding,229,1.11,207,High
EVT02187,Cultural Event,3751,0.93,4034,Medium
EVT01977,Birthday Party,380,0.86,443,Medium
EVT00571,Corporate Meetup,297,0.73,407,Low
EVT01705,Product Launch,761,0.84,906,Medium
EVT00580,Festival,15309,0.52,29441,Low
EVT04750,Birthday Party,474,1.43,332,Critical
EVT02474,Concert,50108,0.99,50615,Medium
EVT03255,Sports Match,45311,1.25,36249,High
EVT01898,Sports Match,49530,0.87,56932,Medium
EVT02367,Religious Gathering,44179,0.86,51372,Medium
EVT04401,Festival,193541,1.68,115203,Very Critical
EVT03375,Trade Fair,11131,1.27,8765,High
EVT01903,Marathon,114195,0.92,124125,Medium
EVT02141,Birthday Party,298,0.9,332,Medium
EVT03370,Religious Gathering,146646,1.16,126419,High
EVT04264,Corporate Meetup,405,1.52,267,Critical
EVT00713,Product Launch,1560,0.73,2137,Low
EVT03424,Product Launch,1177,1.08,1090,High
EVT04939,Birthday Party,990,1.59,623,Critical
EVT02164,Trade Fair,12307,0.94,13093,Medium
EVT00878,Festival,68246,0.61,111879,Low
EVT01784,Political Rally,51998,0.87,59768,Medium
EVT02396,Political Rally,20585,0.87,23661,Medium
EVT00672,Religious Gathering,43044,0.44,97829,Low
EVT03210,Religious Gathering,124369,1.26,98706,High
EVT01073,Exhibition,7547,0.65,11611,Low
EVT02110,College Fest,14010,0.94,14905,Medium
EVT02386,College Fest,10056,0.85,11831,Medium
EVT01508,Festival,39046,0.96,40673,Medium
EVT00222,Wedding,363,0.62,587,Low
EVT00730,Political Rally,25704,0.55,46735,Low
EVT04786,Conference,935,1.34,698,Critical
EVT01866,Religious Gathering,9636,0.87,11077,Medium
EVT02237,Conference,1974,0.94,2100,Medium
EVT02460,Religious Gathering,110325,0.84,131340,Medium
EVT01045,College Fest,2229,0.44,5066,Low
EVT02077,Cultural Event,2832,0.98,2890,Medium
EVT03785,Festival,101050,1.78,56770,Very Critical
EVT02441,Exhibition,3458,0.87,3975,Medium
EVT00512,Exhibition,9380,0.65,14432,Low
EVT03648,Conference,1523,1.03,1479,High
EVT02051,Conference,625,0.94,665,Medium
EVT04170,College Fest,24104,1.72,14014,Very Critical
EVT01712,Wedding,285,0.82,348,Medium
EVT01048,Marathon,44739,0.33,135575,Low
EVT00045,College Fest,2206,0.49,4504,Low
EVT01726,Concert,22736,0.85,26749,Medium
EVT02461,Conference,1565,0.82,1909,Medium
EVT00893,Marathon,68230,0.54,126353,Low
EVT00063,Birthday Party,423,0.54,785,Low
EVT00750,Concert,14538,0.77,18881,Low
EVT04404,Wedding,729,1.72,424,Very Critical
EVT03618,Conference,3243,1.22,2659,High
EVT03504,Marathon,46732,1.21,38622,High
EVT03881,College Fest,22848,1.59,14370,Critical
EVT02573,Political Rally,65425,1.28,51114,High
EVT03422,Corporate Meetup,710,1.23,578,High
EVT03342,Marathon,156693,1.15,136255,High
EVT03793,Wedding,1133,1.45,782,Critical
EVT01211,Concert,15235,0.44,34625,Low
EVT01500,Product Launch,1803,0.92,1960,Medium
EVT03401,Exhibition,12524,1.02,12279,High
EVT01647,Movie event,51947,0.93,55857,Medium
EVT03869,Religious Gathering,182553,1.42,128559,Critical
EVT02439,College Fest,4108,0.88,4669,Medium
EVT04999,Trade Fair,18592,1.68,11067,Very Critical
EVT02516,Religious Gathering,24362,1.16,21002,High
EVT00904,Political Rally,54994,0.43,127894,Low
EVT04187,Conference,3009,1.31,2297,Critical
EVT01901,Conference,2002,0.88,2275,Medium
EVT01172,Concert,43786,0.78,56137,Low
EVT01277,Product Launch,880,0.97,908,Medium
EVT03792,Birthday Party,1209,1.68,720,Very Critical
EVT02412,Trade Fair,2440,0.85,2871,Medium
EVT02268,Religious Gathering,28254,0.94,30058,Medium
EVT01658,Birthday Party,132,0.88,150,Medium
EVT00979,Conference,244,0.31,789,Low
EVT04441,Cultural Event,17758,1.52,11683,Critical
EVT02336,Religious Gathering,138018,0.94,146828,Medium
EVT04200,Cultural Event,20329,1.6,12706,Critical
EVT03763,Exhibition,17727,1.55,11437,Critical
EVT00931,Conference,1116,0.53,2107,Low
EVT00006,College Fest,8513,0.62,13731,Low
EVT03601,Cultural Event,9621,1.2,8018,High
EVT01549,Conference,1823,0.9,2026,Medium
EVT00964,Exhibition,6086,0.73,8337,Low
EVT03444,College Fest,4312,1.17,3686,High
EVT04109,Marathon,23497,1.47,15985,Critical
EVT00991,Concert,6728,0.32,21026,Low
EVT02039,Wedding,157,0.96,164,Medium
EVT01546,Religious Gathering,77534,0.96,80765,Medium
EVT03355,Conference,3092,1.12,2761,High
EVT02680,Wedding,214,1.23,174,High
EVT00257,Wedding,255,0.69,370,Low
EVT01646,Product Launch,1037,0.98,1059,Medium
EVT02623,College Fest,19125,1.29,14826,High
EVT02094,Marathon,17706,0.82,21593,Medium
EVT01321,Cultural Event,10624,0.92,11548,Medium
EVT00447,Festival,31999,0.47,68083,Low
EVT02317,Movie event,29659,0.84,35309,Medium
EVT00766,Movie event,5954,0.37,16092,Low
EVT02731,Marathon,28223,1.04,27138,High
EVT02249,Cultural Event,11550,0.88,13126,Medium
EVT00305,Product Launch,1485,0.79,1881,Low
EVT02511,Movie event,56529,1.02,55421,High
EVT00548,Corporate Meetup,214,0.52,413,Low
EVT03259,Marathon,60573,1.23,49247,High
EVT03051,Exhibition,11534,1.07,10780,High
EVT00434,Concert,25189,0.67,37596,Low
EVT03437,Conference,1906,1.08,1765,High
EVT00435,Conference,406,0.49,829,Low
EVT03306,Festival,69747,1.28,54490,High
EVT03831,Festival,128867,1.64,78578,Very Critical
EVT02771,College Fest,10554,1.08,9773,High
EVT04079,Concert,40663,1.48,27475,Critical
EVT03829,Wedding,187,1.45,129,Critical
EVT02917,Product Launch,2970,1.1,2700,High
EVT01451,Marathon,45514,0.96,47411,Medium
EVT01979,Product Launch,2100,0.96,2188,Medium
EVT04874,Concert,52252,1.55,33711,Critical
EVT02703,Concert,45932,1.18,38926,High
EVT00343,Political Rally,62778,0.69,90984,Low
EVT04035,Product Launch,3430,1.69,2030,Very Critical
EVT01664,Political Rally,72509,0.91,79681,Medium
EVT01356,Concert,11766,0.94,12518,Medium
EVT01015,Exhibition,8832,0.71,12440,Low
EVT04014,Product Launch,3648,1.66,2198,Very Critical
EVT00405,Movie event,21534,0.37,58200,Low
EVT00615,Birthday Party,322,0.68,474,Low
EVT03510,Wedding,430,1.15,374,High
EVT00765,Cultural Event,3629,0.38,9550,Low
EVT01828,Cultural Event,9988,0.95,10514,Medium
EVT02260,Product Launch,2078,0.91,2284,Medium
EVT00671,Corporate Meetup,41,0.3,138,Low
EVT03607,Trade Fair,3426,1.27,2698,High
EVT03260,Cultural Event,14891,1.05,14182,High
EVT02785,Product Launch,1231,1.15,1071,High
EVT01690,Product Launch,2577,0.98,2630,Medium
EVT01209,Conference,340,0.54,631,Low
EVT04734,Exhibition,12972,1.78,7288,Very Critical
EVT01772,Political Rally,112424,0.96,117109,Medium
EVT02364,Political Rally,54094,0.93,58166,Medium
EVT04803,Corporate Meetup,831,1.41,590,Critical
EVT04947,Birthday Party,388,1.69,230,Very Critical
EVT02390,Wedding,658,0.9,732,Medium
EVT04996,College Fest,19709,1.66,11873,Very Critical
EVT02477,College Fest,2966,0.87,3410,Medium
EVT00704,Marathon,75252,0.58,129746,Low
EVT00423,Exhibition,3113,0.68,4579,Low
EVT01592,Cultural Event,5595,0.81,6908,Medium
EVT02948,Cultural Event,11792,1.13,10436,High
EVT00794,Sports Match,37889,0.76,49854,Low
EVT02930,Marathon,149385,1.19,125534,High
EVT01663,Marathon,102479,0.96,106749,Medium
EVT01382,Concert,30292,0.84,36063,Medium
EVT03511,Conference,1257,1.11,1133,High
EVT02814,College Fest,11396,1.13,10085,High
EVT04050,Political Rally,58522,1.49,39277,Critical
EVT01941,Cultural Event,11922,0.88,13548,Medium
EVT00071,College Fest,5608,0.52,10786,Low
EVT04540,Trade Fair,19909,1.69,11781,Very Critical
EVT00201,Wedding,132,0.65,204,Low
EVT01770,Conference,1698,0.9,1887,Medium
EVT01264,Product Launch,2167,0.96,2258,Medium
